# name events 5954  kinds={'coin': 249, 'hear': 2977, 'say': 2728}

# label | 命名者(初) | 初出T+ | 聞いた人数 | 伝達回数(say) | グリッド
T+01:52:34 | say | 風間の子#38f | 西の露天掘り場 | grid=12,3 | frm=
T+01:52:36 | say | 谷口アル#a65 | 南側の石切り場 | grid=12,3 | frm=
T+01:52:36 | say | 大川イオ#5c4 | 広場の北側 | grid=11,3 | frm=
T+01:52:39 | say | 風間の子#38f | 西の露天掘り場 | grid=12,3 | frm=
T+01:52:39 | say | 小柳ハル#dea | 南側一帯 | grid=11,3 | frm=
T+01:52:41 | say | 谷口アル#a65 | 南側の石切り場 | grid=12,3 | frm=
T+01:53:02 | say | 真砂コウ#124 | 西の露天掘り場 | grid=11,3 | frm=
T+01:53:02 | say | 大川イオ#5c4 | 広場の北側 | grid=11,3 | frm=
T+01:53:04 | say | 桜井ボブ#482 | 拠点周辺 | grid=11,3 | frm=
T+01:53:06 | say | 大川イオ#5c4 | 広場の北側 | grid=11,3 | frm=
T+01:53:08 | say | 桜井ボブ#482 | 拠点周辺 | grid=11,3 | frm=
T+01:53:08 | say | 南田ボブ#4f3 | 南側一帯 | grid=12,3 | frm=
T+01:53:19 | say | 榎本アキ#01c | 西の森 | grid=12,3 | frm=
T+01:53:24 | say | 榎本アキ#01c | 西の森 | grid=12,3 | frm=
T+01:53:26 | say | 小柳ナギ#9e9 | 南側採石場 | grid=12,3 | frm=
T+01:53:29 | say | 風間カイトトウマ#101 | 西側一帯 | grid=11,3 | frm=
T+01:53:31 | say | 大川イオ#5c4 | 広場の北側 | grid=11,3 | frm=
T+01:53:34 | say | 風間カイトトウマ#101 | 西側一帯 | grid=11,3 | frm=
T+01:54:05 | say | 風間カイトトウマ#101 | 西側一帯 | grid=12,3 | frm=
T+01:54:06 | say | 大川オト#72a | この作業エリア | grid=11,3 | frm=
T+01:54:07 | say | 南田ボブ#4f3 | 南側一帯 | grid=12,3 | frm=
T+01:54:08 | say | 大川イオ#5c4 | 拠点の北側 | grid=12,3 | frm=
T+01:54:09 | say | 風間カイトトウマ#101 | 西側一帯 | grid=11,3 | frm=
T+01:54:11 | say | 大川オト#72a | この作業エリア | grid=11,3 | frm=
T+01:54:12 | coin | 南田ボブ#4f3 | 西側一帯 | grid=11,3 | frm=
T+01:54:13 | say | 大川イオ#5c4 | 広場の北側 | grid=11,3 | frm=
T+01:54:26 | say | 谷口アル#a65 | 南側の石切り場 | grid=12,3 | frm=
T+01:54:54 | say | 榎本アキ#01c | 西の森 | grid=12,3 | frm=
T+01:54:56 | say | 大川タケル#e00 | 南側の石切り場 | grid=12,3 | frm=
T+01:54:58 | say | 榎本アキ#01c | 西の森 | grid=12,3 | frm=
T+01:55:00 | say | 大川タケル#e00 | 南側の石切り場 | grid=12,3 | frm=
T+01:55:07 | say | 大川オト#72a | この作業エリア | grid=11,3 | frm=
T+01:55:24 | say | 榎本アキ#01c | 西の森 | grid=12,3 | frm=
T+01:55:26 | say | 林ソラ#017 | 南側の石切り場 | grid=12,3 | frm=
T+01:55:29 | say | 榎本アキ#01c | 西の森 | grid=12,3 | frm=
T+01:55:31 | say | 林ソラ#017 | 南側の石切り場 | grid=12,3 | frm=
T+01:55:32 | say | 真砂コウ#124 | 西の露天掘り場 | grid=11,3 | frm=
T+01:55:34 | say | 風間の子#38f | 西の露天掘り場 | grid=12,3 | frm=
T+01:55:36 | say | 桜井ボブ#482 | 拠点周辺 | grid=11,3 | frm=
T+01:55:38 | say | 南田ボブ#4f3 | 西側一帯 | grid=11,3 | frm=
T+01:55:38 | say | 風間の子#38f | 西の露天掘り場 | grid=11,3 | frm=
T+01:55:40 | coin | 桜井ボブ#482 | 拠点 | grid=11,3 | frm=
T+01:55:44 | say | 風間カイトトウマ#101 | 西側一帯 | grid=11,3 | frm=
T+01:55:46 | say | 大川オト#72a | この作業エリア | grid=11,3 | frm=
T+01:55:49 | say | 風間カイトトウマ#101 | 西側一帯 | grid=12,3 | frm=
T+01:55:51 | say | 大川オト#72a | この作業エリア | grid=12,2 | frm=
T+01:56:06 | say | 谷口アル#a65 | 南側の石切り場 | grid=12,3 | frm=
T+01:56:07 | say | 真砂コウ#124 | 広場の北側 | grid=11,2 | frm=
T+01:56:09 | say | 桜井ボブ#482 | 拠点 | grid=11,3 | frm=
T+01:56:11 | say | 谷口アル#a65 | 南側の石切り場 | grid=11,3 | frm=
T+01:56:13 | say | 南田ボブ#4f3 | 西側一帯 | grid=11,3 | frm=
T+01:56:15 | say | 風間の子#38f | 西の露天掘り場 | grid=11,3 | frm=
T+01:56:17 | say | 大川オト#72a | この作業エリア | grid=12,2 | frm=
T+01:56:19 | say | 風間の子#38f | 西の露天掘り場 | grid=11,2 | frm=
T+01:56:21 | coin | 大川イオ#5c4 | 広場の北側 | grid=12,3 | frm=
T+01:56:23 | coin | 風間カイトトウマ#101 | この一帯 | grid=11,3 | frm=
T+01:56:25 | say | 大川イオ#5c4 | 広場の北側 | grid=12,3 | frm=
T+01:56:49 | say | 風間カイトトウマ#101 | この一帯 | grid=11,3 | frm=
T+01:56:52 | say | 石川ナギ#6c2 | 広場の北側 | grid=11,3 | frm=
T+01:56:52 | coin | 南田ボブ#4f3 | 南側一帯 | grid=11,3 | frm=
T+01:56:54 | say | 小柳ナギ#9e9 | 西側エリア | grid=11,3 | frm=
T+01:56:56 | coin | 石川ナギ#6c2 | 西側エリア | grid=11,3 | frm=
T+01:56:58 | say | 小柳ナギ#9e9 | 西側エリア | grid=11,3 | frm=
T+01:57:19 | say | 風間カイトトウマ#101 | 西側一帯 | grid=11,2 | frm=
T+01:57:21 | say | 石川ナギ#6c2 | 西側エリア | grid=11,3 | frm=
T+01:57:21 | say | 風間の子#38f | 西の露天掘り場 | grid=11,2 | frm=
T+01:57:23 | coin | 風間カイトトウマ#101 | 西の露天掘り場 | grid=11,2 | frm=
T+01:57:23 | say | 榎本アキ#01c | 西側エリア | grid=11,3 | frm=
T+01:57:26 | say | 石川ナギ#6c2 | 西側エリア | grid=11,3 | frm=
T+01:57:26 | say | 風間の子#38f | 西の露天掘り場 | grid=11,2 | frm=
T+01:57:48 | say | 真砂コウ#124 | 西の露天掘り場 | grid=11,3 | frm=
T+01:57:52 | say | 真砂コウ#124 | 西の露天掘り場 | grid=11,3 | frm=
T+01:58:02 | say | 石川ナギ#6c2 | 西側エリア | grid=11,3 | frm=
T+01:58:05 | say | 小柳ハル#dea | 南側一帯 | grid=11,3 | frm=
T+01:58:07 | say | 石川ナギ#6c2 | 西側エリア | grid=11,3 | frm=
T+01:58:09 | say | 小柳ハル#dea | 南側一帯 | grid=11,3 | frm=
T+01:58:09 | say | 風間の子#38f | 西の露天掘り場 | grid=11,2 | frm=
T+01:58:12 | coin | 東雲カイ#a50 | 西の露天掘り場 | grid=12,2 | frm=
T+01:58:14 | say | 風間の子#38f | 西の露天掘り場 | grid=11,2 | frm=
T+01:58:17 | say | 東雲カイ#a50 | 西の露天掘り場 | grid=12,2 | frm=
T+01:58:27 | say | 小柳ジン#080 | 南の未踏の地 | grid=11,3 | frm=
T+01:58:29 | say | 小柳ハル#dea | 南側一帯 | grid=11,3 | frm=
T+01:58:31 | say | 小柳ジン#080 | 南の未踏の地 | grid=11,3 | frm=
T+01:58:34 | say | 風間カイトトウマ#101 | 西の露天掘り場 | grid=11,2 | frm=
T+01:58:36 | say | 大川オト#72a | この作業エリア | grid=12,2 | frm=
T+01:58:38 | coin | 風間カイトトウマ#101 | この作業エリア | grid=12,2 | frm=
T+01:58:40 | say | 大川オト#72a | この作業エリア | grid=12,2 | frm=
T+01:58:49 | say | 東雲カイ#a50 | 西側一帯 | grid=11,3 | frm=
T+01:58:54 | coin | 東雲カイ#a50 | 西側一帯 | grid=11,2 | frm=
T+01:58:56 | say | 大川タケル#e00 | 南側の石切り場 | grid=12,2 | frm=
T+01:59:06 | say | 大川オト#72a | この作業エリア | grid=11,2 | frm=
T+01:59:08 | say | 小柳ジン#080 | 広場の北側 | grid=12,3 | frm=
T+01:59:11 | say | 大川オト#72a | この作業エリア | grid=12,2 | frm=
T+01:59:16 | say | 浜田イオ#796 | 南側一帯 | grid=12,3 | frm=
T+01:59:21 | say | 浜田イオ#796 | 南側一帯 | grid=12,3 | frm=
T+01:59:56 | say | 小柳ジン#080 | 南の未踏の地 | grid=11,3 | frm=
T+01:59:57 | say | 大川イオ#5c4 | 広場の北側 | grid=12,3 | frm=
T+01:59:59 | say | 西森ミオ#781 | 拠点西側の研究エリア | grid=12,2 | frm=
T+01:59:59 | say | 大川タケル#e00 | 南側の石切り場 | grid=12,2 | frm=
T+02:00:01 | coin | 小柳ジン#080 | 南の未踏の地 | grid=11,2 | frm=
T+02:00:01 | coin | 大川イオ#5c4 | 広場の北側 | grid=11,2 | frm=
T+02:00:03 | say | 大川タケル#e00 | 南側の石切り場 | grid=12,2 | frm=
T+02:00:05 | say | 石川ナギ#6c2 | 南西の採石場 | grid=11,2 | frm=
T+02:00:05 | say | 真砂アル#ef2 | 北東の採石場 | grid=11,2 | frm=
T+02:00:08 | say | 林ソラ#017 | 南西の採石場 | grid=11,2 | frm=
T+02:00:08 | say | 風間の子#38f | 西の露天掘り場 | grid=11,2 | frm=
T+02:00:10 | say | 真砂アル#ef2 | 北東の採石場 | grid=11,2 | frm=
T+02:00:10 | say | 石川ナギ#6c2 | 南西の採石場 | grid=11,2 | frm=
T+02:00:12 | say | 林ソラ#017 | 南西の採石場 | grid=11,2 | frm=
T+02:00:17 | say | 真砂コウ#124 | 西の露天掘り場 | grid=11,3 | frm=
T+02:00:19 | say | 東雲カイ#a50 | 西側一帯 | grid=11,2 | frm=
T+02:00:22 | say | 真砂コウ#124 | 西の露天掘り場 | grid=11,3 | frm=
T+02:00:29 | say | 西森ミオ#781 | 近くの森 | grid=11,3 | frm=
T+02:00:31 | say | 小柳イオ#e51 | 南側一帯 | grid=12,3 | frm=
T+02:00:31 | say | 石川ナギ#6c2 | 南西の採石場 | grid=11,2 | frm=
T+02:00:34 | say | 西森ミオ#781 | 南側の採石場 | grid=11,2 | frm=
T+02:00:34 | say | 小柳ジン#080 | 南の未踏の地 | grid=11,2 | frm=
T+02:00:36 | say | 風間カイトトウマ#101 | 西側一帯 | grid=12,3 | frm=
T+02:00:38 | say | 小柳ジン#080 | 南の未踏の地 | grid=11,2 | frm=
T+02:00:39 | say | 大川イオ#5c4 | 広場の北側 | grid=11,3 | frm=
